lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff
3959697d-967,generation_55,732b873c,0.08452928870292886,0.049895397489539736,0.22179762436062486,478,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,1345,568,0,0,0
3959697d-967,generation_55,357ca13f,0.0846107266435986,0.04991349480968857,0.21770471419702758,578,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,1626,687,0,0,0
3959697d-967,generation_55,93912507,0.2949915276574914,0.10999811725722031,0.21380259281592667,26557,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,74152,32078,0,0,0
3959697d-967,generation_55,00aafc7b,0.2949950872289788,0.10999890827310639,0.21144340018959243,45799,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,2,127760,55431,0,0,0
3959697d-967,generation_55,d0cac8d4,0.22497738238841977,0.08999497386409326,0.20918907814700383,9948,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1021,26499,12601,0,0,0
3959697d-967,generation_55,4d361847,0.36534743668931435,0.13007720815318094,0.20659790196694053,3238,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,87,8914,3949,0,0,0
3959697d-967,generation_55,ce588968,0.13158379373848986,0.06331491712707181,0.2049698020985627,2715,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,7607,3254,0,0,0
3959697d-967,generation_55,dabb4bf9,0.2483175604626708,0.09666316158429719,0.20201865866165666,14265,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,467,39261,17367,0,0,0
3959697d-967,generation_56,13298b66,0.18989707227813357,0.07997712717291855,0.0,2186,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,6082,2663,0,0,0
3959697d-967,generation_56,fd5032a5,0.9478698116757261,1.2957415601817328,0.07997712717291855,206523,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_56,0ae807da,0.2949763878686116,0.10999475285969144,0.6878593436773257,9529,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,26658,11455,0,0,0
3959697d-967,generation_56,01baae54,0.1546311475409836,0.06991803278688523,0.49523781340478096,610,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,1715,722,0,0,0
3959697d-967,generation_56,467d44dd,0.29495246144094656,0.10998943587576589,0.388907868250307,4733,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,511,12612,6119,0,0,0
3959697d-967,generation_56,98e5a350,0.2950751628528478,0.11001670285618838,0.33312418177539876,11974,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,33359,14533,0,0,0
3959697d-967,generation_56,7319b83d,0.01407407407407407,0.029794238683127566,0.2959396019555304,243,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,680,294,0,0,0
3959697d-967,generation_56,b2acf851,0.07278186274509803,0.04654411764705881,0.25791883577375857,408,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,1137,496,0,0,0
3959697d-967,generation_56,1f2d3bc5,0.1313763440860215,0.06326881720430107,0.23149699600792112,775,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,2153,950,0,0,0
3959697d-967,generation_56,125e6d86,0.014619932432432429,0.029915540540540533,0.21280497614085223,592,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,2,1670,694,0,0,0
3959697d-967,generation_56,ade082f5,0.22049999999999997,0.08899999999999997,0.19451603258082104,50,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,44,23,120,0,0,0
3959697d-967,generation_56,cdf65081,0.2248824451410658,0.0899738766980146,0.1849236659825646,1914,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,5317,2343,0,0,0
3959697d-967,generation_56,a112ba9b,0.15468836565096952,0.06993074792243764,0.17701118354218545,722,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,71,1934,928,0,0,0
3959697d-967,generation_56,e6ca275d,0.22498120771736405,0.089995823937192,0.168774226956051,11973,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,5,33371,14511,0,0,0
3959697d-967,generation_56,afcde98f,0.08414122137404578,0.049809160305343506,0.16314719816898962,262,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,727,319,0,0,0
3959697d-967,generation_56,c178fc6d,0.2482536591123701,0.09664896128423037,0.15559132897807987,2824,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,7903,3396,0,0,0
3959697d-967,generation_56,69dc8795,0.24832598567478717,0.09666503385365638,0.15190743099721427,30622,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,85292,37200,0,0,0
3959697d-967,generation_56,7f5a1856,0.15466063348416287,0.06992458521870284,0.14865787822406382,663,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,1845,802,0,0,0
3959697d-967,generation_56,03b8fa5d,0.1503125,0.06895833333333332,0.14428380639043265,48,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,43,35,128,0,0,0
3959697d-967,generation_56,fae8ca3c,0.013891625615763544,0.02975369458128078,0.14031930780848004,203,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,575,238,0,0,0
3959697d-967,generation_56,9e37aa4e,0.0132824427480916,0.029618320610687015,0.13479102714712007,131,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,20,350,157,0,0,0
3959697d-967,generation_56,3eb1952c,0.15496578467153282,0.06999239659367396,0.12978280302633755,6576,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,18367,7939,0,0,0
3959697d-967,generation_56,71bf55c7,0.1545360824742268,0.06989690721649483,0.1270650572793983,485,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,1337,602,0,0,0
3959697d-967,generation_56,fcec81e4,0.014252491694352155,0.029833887043189358,0.12457948553753292,301,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,2,834,365,0,0,0
3959697d-967,generation_56,c399c347,0.1898910411622276,0.07997578692493945,0.12063175226693527,2065,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,3,5772,2479,0,0,0
3959697d-967,generation_56,549578b1,0.224905975762641,0.0899791057250313,0.11900551365325544,2393,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,2,6647,2921,0,0,0
3959697d-967,generation_56,cf77defb,0.008749999999999997,0.028611111111111105,0.11788911334832375,36,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,32,34,102,0,0,0
3959697d-967,generation_56,0538ecab,0.2949941415403843,0.10999869812008538,0.11458252067287143,38406,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,2,107213,46406,0,0,0
3959697d-967,generation_56,f41d334f,0.2247963800904977,0.08995475113122169,0.11441881272455764,1105,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,119,3001,1438,0,0,0
3959697d-967,generation_56,16aa3919,0.0849036402569593,0.049978586723768724,0.11357522439375295,2335,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,6541,2799,0,0,0
3959697d-967,generation_56,7a57447f,0.2248725212464589,0.08997167138810196,0.11145533647142014,1765,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,4949,2114,0,0,0
3959697d-967,generation_56,fca5fb79,0.30666120404315067,0.1133321194169964,0.11076231501711956,41189,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,114924,49831,0,0,0
3959697d-967,generation_56,75eed7db,0.014234693877551016,0.029829931972789107,0.1108426214046157,294,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,824,353,0,0,0
3959697d-967,generation_56,1fc96b6c,0.3651180482686254,0.1300262329485834,0.10838769142183308,9530,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,26614,11499,0,0,0
3959697d-967,generation_56,d34ea55b,0.0795121951219512,0.04878048780487804,0.10902411911379632,41,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,37,53,121,0,0,0
3959697d-967,generation_56,e4c8bd4d,0.3650292915353972,0.13000650923008825,0.10730287250497009,38407,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,107090,46536,0,0,0
3959697d-967,generation_56,fd5032a5,0.9478698116757261,1.2957415601817328,0.10793352908066782,206523,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_56,f1b4cb61,0.29498107016658254,0.10999579337035166,0.14003644884015606,11886,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,33276,14270,0,0,0
3959697d-967,generation_56,bc74a6ac,0.1312568306010929,0.06324225865209471,0.1392459052751612,549,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,1545,651,0,0,0
3959697d-967,generation_56,a30c5dc7,0.3067034037597013,0.11334149713178544,0.13729709382328772,30623,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,85592,36901,0,0,0
3959697d-967,generation_56,39e9c077,0.08464511041009462,0.04992113564668769,0.13669820390600015,634,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,1783,757,0,0,0
3959697d-967,generation_56,b018f2a7,0.29137096774193544,0.10919354838709676,0.13458169004601694,62,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,55,90,194,0,0,0
3959697d-967,generation_56,97a3a027,0.08392857142857142,0.04976190476190475,0.13397721048270933,210,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,589,252,0,0,0
3959697d-967,generation_56,2e04f0f6,0.0845389344262295,0.04989754098360655,0.13201871500083015,488,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,53,1289,604,0,0,0
3959697d-967,generation_56,4c000b65,0.014401595744680848,0.02986702127659574,0.13015232468225688,376,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,1052,454,0,0,0
3959697d-967,generation_56,574fbe4b,0.36509464120467733,0.13002103137881718,0.1279237623843533,11887,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,33157,14391,0,0,0
3959697d-967,generation_56,436f3c4d,0.36503277494537506,0.13000728332119443,0.12796935518858077,41190,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,114782,49976,0,0,0
3959697d-967,generation_56,db87bbfe,0.07276371308016877,0.046540084388185646,0.1280127153616151,395,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,1111,471,0,0,0
3959697d-967,generation_57,b592d375,0.18991998577524893,0.07998221906116643,0.0,2812,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,270,7488,3790,0,0,0
3959697d-967,generation_57,a286a0f7,0.07169099756690997,0.04630170316301702,0.07998221906116643,137,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,37,345,180,0,0,0
3959697d-967,generation_57,149bd6d2,0.012443181818181813,0.029431818181818174,0.06314196111209172,88,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,247,107,0,0,0
3959697d-967,generation_57,d0ac3485,0.084364406779661,0.04985875706214688,0.05190524680200054,354,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,37,937,461,0,0,0
3959697d-967,generation_57,90221ee7,0.22455268389662025,0.08990059642147115,0.05139362436703712,503,0.0,0.36648606690520913,0.5236567717495575,0.49963424867255407,0.8098099811941962,0.6705489075046325,0.3943380484132994,98,1309,551,83,0,0
3959697d-967,generation_57,2cb1ea68,0.3534777519886164,0.22703730356823498,0.059095018777923926,4890,0.0,0.10404709602097251,0.5208074294111418,0.35233669656529765,0.5645442499273965,0.8930412103828115,0.8694251442345788,148,13296,6039,772,0,0
3959697d-967,generation_57,88048f3d,0.22497578040904195,0.08999461786867596,0.0870853995763091,9290,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,879,24890,12339,0,0,0
3959697d-967,generation_57,1c97699a,0.24865327645455618,0.0967377651380495,0.08750100218950438,2813,1.0,0.36648606690520913,0.5236567717495575,0.49963424867255407,0.8098099811941962,0.6705489075046325,0.3943380484132994,0,7804,3234,498,0,0
3959697d-967,generation_57,035789a6,0.3066567926156727,0.1133311390997791,0.08865559755807251,22787,1.0,0.36648606690520913,0.5236567717495575,0.49963424867255407,0.8098099811941962,0.6705489075046325,0.3943380484132994,2454,60492,25487,3647,0,0
3959697d-967,generation_57,b46f1c80,0.08067307692307692,0.049038461538461524,0.09139732439603991,52,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,44,25,134,0,0,0
3959697d-967,generation_57,9f41e4b6,0.22489837398373982,0.08997741644083106,0.08716143811028207,2214,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,37,6156,2713,0,0,0
3959697d-967,generation_57,f709e2b2,0.22477700693756192,0.08995044598612485,0.08741743614033197,1009,1.0,0.2997916846321448,0.486017605524659,0.34356750883904996,0.758736497100219,0.6836672165241457,0.6693237746740728,108,2651,1328,0,0,0
3959697d-967,generation_57,2cb1ea68,0.4234786740781944,0.24703750847703004,0.08762852029414804,4990,1.0,0.10404709602097251,0.5208074294111418,0.35233669656529765,0.5645442499273965,0.8930412103828115,0.8694251442345788,233,13467,6578,802,0,0
3959697d-967,generation_57,b1120e58,0.2950968679367129,0.11002152620815842,0.09989075015436974,9291,1.0,0.36648606690520913,0.5236567717495575,0.49963424867255407,0.8098099811941962,0.6705489075046325,0.3943380484132994,0,25851,10656,1571,0,0
3959697d-967,generation_57,fd5032a5,0.9480826126147469,1.2961671620597743,0.10061437701535463,206523,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_57,a68b5339,0.1307407407407407,0.06312757201646088,0.18031789601831594,243,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,60,580,334,0,0,0
3959697d-967,generation_57,746db11b,0.15473021582733812,0.06994004796163067,0.17299350076820003,834,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,79,2244,1078,0,0,0
3959697d-967,generation_57,58475f6f,0.07988636363636363,0.04886363636363635,0.16693153295604887,44,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,40,51,143,0,0,0
3959697d-967,generation_57,5b14bc08,0.01445652173913043,0.029879227053140087,0.1603722053675815,414,2.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,39,1091,518,0,0,0
3959697d-967,generation_57,0931d015,0.13114583333333332,0.06321759259259258,0.15350415387734775,432,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,45,1136,544,0,0,0
3959697d-967,generation_57,6e71b84e,0.18967391304347825,0.07992753623188405,0.14898982581311,690,3.0,0.2997916846321448,0.486017605524659,0.34356750883904996,0.758736497100219,0.6836672165241457,0.6693237746740728,117,1791,909,0,0,0
3959697d-967,generation_57,a4db6d93,0.15105263157894733,0.06912280701754384,0.14570114535686113,57,3.0,0.2997916846321448,0.486017605524659,0.34356750883904996,0.758736497100219,0.6836672165241457,0.6693237746740728,49,67,159,0,0,0
3959697d-967,generation_57,bc447226,0.2949838234236825,0.10999640520526277,0.14222031179598307,13909,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,236,38648,16863,0,0,0
3959697d-967,generation_57,f8798591,0.014107142857142853,0.029801587301587294,0.14081927237899525,252,3.0,0.2997916846321448,0.486017605524659,0.34356750883904996,0.758736497100219,0.6836672165241457,0.6693237746740728,27,691,320,0,0,0
3959697d-967,generation_57,f68e09b8,0.012151898734177213,0.029367088607594932,0.13619353550076993,79,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,23,194,98,0,0,0
3959697d-967,generation_57,b9fa07f4,0.15098214285714284,0.06910714285714284,0.13192047762504291,56,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,52,83,227,0,0,0
3959697d-967,generation_57,2aebda76,0.08479357798165137,0.049954128440366966,0.12950458013396984,1090,3.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,95,2930,1319,0,0,0
3959697d-967,generation_57,dc434347,0.07266765285996055,0.04651873767258382,0.12655826710828083,338,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,36,904,423,0,0,0
3959697d-967,generation_57,7884513c,0.2211206896551724,0.08913793103448274,0.12369971248557736,58,4.0,0.2997916846321448,0.486017605524659,0.34356750883904996,0.758736497100219,0.6836672165241457,0.6693237746740728,48,78,179,0,0,0
3959697d-967,generation_57,0b287d15,0.08423469387755102,0.04982993197278911,0.12250792691829825,294,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,4,821,353,0,0,0
3959697d-967,generation_57,097fe38b,0.294982782369146,0.10999617385981021,0.12008532708678127,13068,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1207,35137,17280,0,0,0
3959697d-967,generation_57,a66ea505,0.154378453038674,0.06986187845303865,0.11975987053107254,362,4.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,109,897,446,0,0,0
3959697d-967,generation_57,dcaedb33,0.2993482142857143,0.21369642857142854,0.11820055827863399,320,4.0,0.2374358605671012,0.5960857618609388,0.6644701762323059,0.666691218115351,0.8668045923437849,0.31945369171303195,0,6,715,998,0,0
3959697d-967,generation_57,02f8a604,0.15482692307692306,0.06996153846153844,0.1210943725299308,1300,4.0,0.2997916846321448,0.486017605524659,0.34356750883904996,0.758736497100219,0.6836672165241457,0.6693237746740728,117,3489,1622,0,0,0
3959697d-967,generation_57,fd5032a5,0.8897492792814137,1.2795004953931077,0.11959046564556632,206523,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_57,9d243839,0.24819580277098613,0.09663610431947836,0.15273075220978177,1636,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,300,4163,2140,0,0,0
3959697d-967,generation_57,fd5032a5,0.9480826126147469,1.2961671620597743,0.15117256754616226,206523,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_57,e7dcf11e,0.15488219895287958,0.06997382198952878,0.18211836739788148,1910,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,23,5313,2321,0,0,0
3959697d-967,generation_57,493209f8,0.36508608156706707,0.130019129237126,0.17916719515029325,13069,5.0,0.36648606690520913,0.5236567717495575,0.49963424867255407,0.8098099811941962,0.6705489075046325,0.3943380484132994,0,36446,15197,2122,0,0
3959697d-967,generation_57,ade9c8c1,0.08405857740585773,0.04979079497907949,0.1779069883320069,239,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,72,604,300,0,0,0
3959697d-967,generation_57,0ba312da,0.007968749999999997,0.028437499999999994,0.17470408349818373,32,5.0,0.36648606690520913,0.5236567717495575,0.49963424867255407,0.8098099811941962,0.6705489075046325,0.3943380484132994,31,10,74,3,0,0
3959697d-967,generation_57,fd5032a5,0.9480826126147469,1.2961671620597743,0.17113660585188656,206523,5.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_57,ce8e3d39,0.014309815950920242,0.02984662576687116,0.1979230476663601,326,6.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,37,886,406,0,0,0
3959697d-967,generation_58,cc583e8d,0.07315741464685951,0.046627573625228035,0.0,1279,0.0,0.2997916846321448,0.486017605524659,0.34356750883904996,0.758736497100219,0.6836672165241457,0.6693237746740728,145,3455,1618,0,0,0
3959697d-967,generation_58,b367d3eb,0.18318181818181817,0.07848484848484848,0.046627573625228035,33,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,30,32,95,0,0,0
3959697d-967,generation_58,7de31dfc,0.3652169301966834,0.13004820671037406,0.06255621105503825,5186,0.0,0.36648606690520913,0.5236567717495575,0.49963424867255407,0.8098099811941962,0.6705489075046325,0.3943380484132994,2,14421,5190,876,0,0
3959697d-967,generation_58,1995936f,0.1546186440677966,0.06991525423728812,0.08505354294015018,590,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,1658,702,0,0,0
3959697d-967,generation_58,bf4f962e,0.00696428571428571,0.02821428571428571,0.08126897076443466,28,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,28,32,74,0,0,0
3959697d-967,generation_58,beaab563,0.15491490166414523,0.06998108925869892,0.07065803375440487,2644,0.0,0.4310111700742631,0.48744227669386686,0.41721628489267815,0.8813693627336188,0.5724210650850563,0.4317802267634331,1,7360,3218,0,0,0
3959697d-967,generation_58,8aa2f330,0.3650277963086502,0.1300061769574778,0.07054520967178722,40473,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,112742,49149,0,0,0
3959697d-967,generation_58,7983f8df,0.07599999999999998,0.04799999999999999,0.079039633569743,25,0.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,23,32,70,0,0,0
3959697d-967,generation_58,fd5032a5,0.9482741334598658,1.2965502037500118,0.07515967937352513,206523,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,0,822873,823612,0,0
3959697d-967,generation_58,a7344c6e,0.30143410852713176,0.11217054263565888,0.2108697376375792,43,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,37,49,140,0,0,0
3959697d-967,generation_58,5ef43386,0.2249160447761194,0.08998134328358207,0.20099981813738718,2680,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,263,7095,3368,0,0,0
3959697d-967,generation_58,399a5108,0.2249277920410783,0.08998395378690625,0.19090722951431396,3116,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,8637,3828,0,0,0
3959697d-967,generation_58,111d841b,0.1503125,0.06895833333333332,0.18249695653703,48,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,44,69,154,0,0,0
3959697d-967,generation_58,d4d3a882,0.29498908932208323,0.10999757540490737,0.17376321629059177,20622,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,0,57416,25075,0,0,0
3959697d-967,generation_58,e9fdb59c,0.2949944406009093,0.10999876457797983,0.16920852765590003,40472,1.0,0.49553627324331706,0.45122778163817623,0.3347983211128023,0.9529287442730414,0.47429322266548013,0.46922240511356683,1,112785,49104,0,0,0
3959697d-967,generation_58,f9baf457,0.014427480916030532,0.02987277353689567,0.165261210117372,393,2.0,0.2997916846321448,0.486017605524659,0.34356750883904996,0.758736497100219,0.6836672165241457,0.6693237746740728,51,1059,502,0,0,0
3959697d-967,generation_58,84d67016,0.003749999999999993,0.02749999999999999,0.15679943283109227,20,2.0,0.5649158812550756,0.43837109960409704,0.27118638976999343,0.6757212223648092,0.665279089017462,0.3919076225814239,20,33,59,0,0,0
